source,target,origin
WNT1,FZD2,stMLnet
WNT1,FZD3,stMLnet
WNT1,FZD4,stMLnet
WNT1,FZD5,stMLnet
WNT1,FZD6,stMLnet
WNT1,FZD7,stMLnet
WNT1,FZD8,stMLnet
WNT1,FZD9,stMLnet
WNT1,LRP5,stMLnet
WNT1,LRP6,stMLnet
WNT1,ROR2,stMLnet
WNT1,RYK,stMLnet
WNT10A,FZD1,stMLnet
WNT10A,FZD10,stMLnet
WNT10A,FZD2,stMLnet
WNT10A,FZD3,stMLnet
WNT10A,FZD4,stMLnet
WNT10A,FZD5,stMLnet
WNT10A,FZD6,stMLnet
WNT10A,FZD7,stMLnet
WNT10A,FZD8,stMLnet
WNT10A,FZD9,stMLnet
WNT10A,LRP5,stMLnet
WNT10A,LRP6,stMLnet
WNT10B,FZD1,stMLnet
WNT10B,FZD10,stMLnet
WNT10B,FZD2,stMLnet
WNT10B,FZD3,stMLnet
WNT10B,FZD4,stMLnet
WNT10B,FZD5,stMLnet
WNT10B,FZD6,stMLnet
WNT10B,FZD7,stMLnet
WNT10B,FZD8,stMLnet
WNT10B,FZD9,stMLnet
WNT10B,LRP5,stMLnet
WNT10B,LRP6,stMLnet
WNT11,FZD1,stMLnet
WNT11,FZD10,stMLnet
WNT11,FZD2,stMLnet
WNT11,FZD3,stMLnet
WNT11,FZD4,stMLnet
WNT11,FZD5,stMLnet
WNT11,FZD6,stMLnet
WNT11,FZD7,stMLnet
WNT11,FZD8,stMLnet
WNT11,FZD9,stMLnet
WNT16,FZD1,stMLnet
WNT16,FZD10,stMLnet
WNT16,FZD2,stMLnet
WNT16,FZD3,stMLnet
WNT16,FZD4,stMLnet
WNT16,FZD5,stMLnet
WNT16,FZD6,stMLnet
WNT16,FZD7,stMLnet
WNT16,FZD8,stMLnet
WNT16,FZD9,stMLnet
WNT16,LRP5,stMLnet
WNT16,LRP6,stMLnet
WNT2,FZD1,stMLnet
WNT2,FZD10,stMLnet
WNT2,FZD2,stMLnet
WNT2,FZD3,stMLnet
WNT2,FZD4,stMLnet
WNT2,FZD5,stMLnet
WNT2,FZD6,stMLnet
WNT2,FZD7,stMLnet
WNT2,FZD8,stMLnet
WNT2,FZD9,stMLnet
WNT2,LRP5,stMLnet
WNT2,LRP6,stMLnet
WNT2B,FZD1,stMLnet
WNT2B,FZD10,stMLnet
WNT2B,FZD2,stMLnet
WNT2B,FZD3,stMLnet
WNT2B,FZD4,stMLnet
WNT2B,FZD5,stMLnet
WNT2B,FZD6,stMLnet
WNT2B,FZD7,stMLnet
WNT2B,FZD8,stMLnet
WNT2B,FZD9,stMLnet
WNT2B,LRP5,stMLnet
WNT2B,LRP6,stMLnet
WNT3,FZD1,stMLnet
WNT3,FZD10,stMLnet
WNT3,FZD2,stMLnet
WNT3,FZD3,stMLnet
WNT3,FZD4,stMLnet
WNT3,FZD5,stMLnet
WNT3,FZD6,stMLnet
WNT3,FZD7,stMLnet
WNT3,FZD8,stMLnet
WNT3,FZD9,stMLnet
WNT3,LRP5,stMLnet
WNT3,LRP6,stMLnet
WNT3,RYK,stMLnet
WNT3A,ATP6AP2,stMLnet
WNT3A,FZD1,stMLnet
WNT3A,FZD10,stMLnet
WNT3A,FZD2,stMLnet
WNT3A,FZD3,stMLnet
WNT3A,FZD4,stMLnet
WNT3A,FZD5,stMLnet
WNT3A,FZD6,stMLnet
WNT3A,FZD7,stMLnet
WNT3A,FZD8,stMLnet
WNT3A,FZD9,stMLnet
WNT3A,LRP1,stMLnet
WNT3A,LRP5,stMLnet
WNT3A,LRP6,stMLnet
WNT3A,RYK,stMLnet
WNT4,FZD1,stMLnet
WNT4,FZD10,stMLnet
WNT4,FZD2,stMLnet
WNT4,FZD3,stMLnet
WNT4,FZD4,stMLnet
WNT4,FZD5,stMLnet
WNT4,FZD6,stMLnet
WNT4,FZD7,stMLnet
WNT4,FZD8,stMLnet
WNT4,FZD9,stMLnet
WNT4,LRP5,stMLnet
WNT4,LRP6,stMLnet
WNT5A,FZD1,stMLnet
WNT5A,FZD10,stMLnet
WNT5A,FZD2,stMLnet
WNT5A,FZD3,stMLnet
WNT5A,FZD4,stMLnet
WNT5A,FZD5,stMLnet
WNT5A,FZD6,stMLnet
WNT5A,FZD7,stMLnet
WNT5A,FZD8,stMLnet
WNT5A,FZD9,stMLnet
WNT5A,LRP5,stMLnet
WNT5A,ROR1,stMLnet
WNT5A,ROR2,stMLnet
WNT5A,RYK,stMLnet
WNT5B,FZD1,stMLnet
WNT5B,FZD10,stMLnet
WNT5B,FZD2,stMLnet
WNT5B,FZD3,stMLnet
WNT5B,FZD4,stMLnet
WNT5B,FZD5,stMLnet
WNT5B,FZD6,stMLnet
WNT5B,FZD7,stMLnet
WNT5B,FZD8,stMLnet
WNT5B,FZD9,stMLnet
WNT6,FZD1,stMLnet
WNT6,FZD10,stMLnet
WNT6,FZD2,stMLnet
WNT6,FZD3,stMLnet
WNT6,FZD4,stMLnet
WNT6,FZD5,stMLnet
WNT6,FZD6,stMLnet
WNT6,FZD7,stMLnet
WNT6,FZD8,stMLnet
WNT6,FZD9,stMLnet
WNT6,LRP5,stMLnet
WNT6,LRP6,stMLnet
WNT7A,FZD1,stMLnet
WNT7A,FZD10,stMLnet
WNT7A,FZD2,stMLnet
WNT7A,FZD3,stMLnet
WNT7A,FZD4,stMLnet
WNT7A,FZD5,stMLnet
WNT7A,FZD6,stMLnet
WNT7A,FZD7,stMLnet
WNT7A,FZD8,stMLnet
WNT7A,FZD9,stMLnet
WNT7A,LRP5,stMLnet
WNT7A,LRP6,stMLnet
WNT7B,FZD1,stMLnet
WNT7B,FZD10,stMLnet
WNT7B,FZD2,stMLnet
WNT7B,FZD3,stMLnet
WNT7B,FZD4,stMLnet
WNT7B,FZD5,stMLnet
WNT7B,FZD6,stMLnet
WNT7B,FZD7,stMLnet
WNT7B,FZD8,stMLnet
WNT7B,FZD9,stMLnet
WNT7B,LRP5,stMLnet
WNT7B,LRP6,stMLnet
WNT8A,FZD1,stMLnet
WNT8A,FZD10,stMLnet
WNT8A,FZD2,stMLnet
WNT8A,FZD3,stMLnet
WNT8A,FZD4,stMLnet
WNT8A,FZD5,stMLnet
WNT8A,FZD6,stMLnet
WNT8A,FZD7,stMLnet
WNT8A,FZD8,stMLnet
WNT8A,FZD9,stMLnet
WNT8A,LRP5,stMLnet
WNT8A,LRP6,stMLnet
WNT8B,FZD1,stMLnet
WNT8B,FZD10,stMLnet
WNT8B,FZD2,stMLnet
WNT8B,FZD3,stMLnet
WNT8B,FZD4,stMLnet
WNT8B,FZD5,stMLnet
WNT8B,FZD6,stMLnet
WNT8B,FZD7,stMLnet
WNT8B,FZD8,stMLnet
WNT8B,FZD9,stMLnet
WNT8B,LRP5,stMLnet
WNT8B,LRP6,stMLnet
WNT9A,FZD1,stMLnet
WNT9A,FZD10,stMLnet
WNT9A,FZD2,stMLnet
WNT9A,FZD3,stMLnet
WNT9A,FZD4,stMLnet
WNT9A,FZD5,stMLnet
WNT9A,FZD6,stMLnet
WNT9A,FZD7,stMLnet
WNT9A,FZD8,stMLnet
WNT9A,FZD9,stMLnet
WNT9A,LRP5,stMLnet
WNT9A,LRP6,stMLnet
WNT9B,FZD1,stMLnet
WNT9B,FZD10,stMLnet
WNT9B,FZD2,stMLnet
WNT9B,FZD3,stMLnet
WNT9B,FZD4,stMLnet
WNT9B,FZD5,stMLnet
WNT9B,FZD6,stMLnet
WNT9B,FZD7,stMLnet
WNT9B,FZD8,stMLnet
WNT9B,FZD9,stMLnet
WNT9B,LRP5,stMLnet
WNT9B,LRP6,stMLnet
XCL1,XCR1,stMLnet
XCL2,XCR1,stMLnet
YBX1,NOTCH1,stMLnet
ZG16B,CXCR4,stMLnet
ZG16B,TLR2,stMLnet
ZG16B,TLR4,stMLnet
ZG16B,TLR5,stMLnet
ZG16B,TLR6,stMLnet
ZP3,CHRNA7,stMLnet
ZP3,EGFR,stMLnet
ZP3,MERTK,stMLnet
IL12,IL12 receptor,stMLnet
Activin ligand ab,ACVR_1B2A receptor,stMLnet
Activin ligand ab,ACVR_1A2A receptor,stMLnet
IL23,IL23 receptor,stMLnet
Activin ligand ab,ACVR_1B2B receptor,stMLnet
Activin ligand ab,ACVR_1C2A receptor,stMLnet
Activin ligand ab,ACVR_1A2B receptor,stMLnet
IL27,IL27 receptor,stMLnet
IL17 AF,IL17 receptor AC,stMLnet
Activin ligand ab,ACVR_1C2B receptor,stMLnet
IL35,IL35 receptor,stMLnet
INHBB,ACVR_1C2A receptor,stMLnet
IL1B,IL1 receptor inhibitor,stMLnet
IL4,IL13 receptor,stMLnet
BMP4,BMPR1B_BMPR2,stMLnet
BMP4,BMR1A_ACR2A,stMLnet
BMP8A,BMR1B_AVR2A,stMLnet
VWF,Glycoprotein Ib  complex,stMLnet
GDF2,ACVL1_BMPR2,stMLnet
BMP8A,BMR1A_AVR2B,stMLnet
BMP5,BMR1B_AVR2A,stMLnet
CSF2,GMCSFR,stMLnet
BMP6,BMR1A_ACR2A,stMLnet
GDF7,BMPR1B_BMPR2,stMLnet
GDF6,BMR1B_AVR2B,stMLnet
BMP7,ACVR_1A2B receptor,stMLnet
INHBB,ACVR_1B2A receptor,stMLnet
BMP2,BMPR1B_BMPR2,stMLnet
BMP4,BMR1B_AVR2A,stMLnet
BMP6,ACVR_1A2B receptor,stMLnet
BMP5,BMPR1B_BMPR2,stMLnet
F2,Glycoprotein Ib  complex,stMLnet
IL3,IL3 receptor,stMLnet
IL26,IL26 receptor,stMLnet
GDF5,BMR1A_AVR2B,stMLnet
GDF11,ACVR_1B2B receptor,stMLnet
BMP8A,BMR1B_AVR2B,stMLnet
NODAL,NODAL receptor,stMLnet
IL37,IL37 receptor,stMLnet
IL25,IL17 receptor AB,stMLnet
BMP7,ACVR_1A2A receptor,stMLnet
BMP5,BMPR1A_BMPR2,stMLnet
BMP5,BMR1A_ACR2A,stMLnet
BMP8A,BMPR1B_BMPR2,stMLnet
INHBB,ACVR_1A2B receptor,stMLnet
IL36RN,IL36 receptor,stMLnet
GDF6,BMR1A_ACR2A,stMLnet
IL1F10,IL36 receptor,stMLnet
IL10,IL10 receptor,stMLnet
INHBA,ACVR_1A2B receptor,stMLnet
IL17A,IL17 receptor AC,stMLnet
GDF11,ACVR_1B2A receptor,stMLnet
INHBA,ACVR_1B2A receptor,stMLnet
IL1B,IL1 receptor,stMLnet
GDF6,BMR1A_AVR2B,stMLnet
IL24,IL20 receptor Type I,stMLnet
IL17F,IL17 receptor AC,stMLnet
GDF7,BMR1B_AVR2B,stMLnet
GDF7,BMR1A_ACR2A,stMLnet
BMP2,BMR1B_AVR2B,stMLnet
BMP7,BMPR1A_BMPR2,stMLnet
IL1A,IL1 receptor,stMLnet
IL6,IL6 receptor,stMLnet
IL19,IL20 receptor Type I,stMLnet
VEGFA,FLT1 complex,stMLnet
GDF5,BMR1B_AVR2A,stMLnet
IL9,IL9 receptor,stMLnet
GDF10,ACVR_1B2B receptor,stMLnet
IL15,IL15 receptor,stMLnet
GDF5,BMPR1B_BMPR2,stMLnet
INHBB,ACVR_1A2A receptor,stMLnet
PGF,FLT1 complex,stMLnet
BMP2,BMR1A_ACR2A,stMLnet
AMH,MIS receptor 1,stMLnet
BMP6,BMR1A_AVR2B,stMLnet
VEGFB,FLT1 complex,stMLnet
BMP7,BMPR1B_BMPR2,stMLnet
IL1RN,IL1 receptor inhibitor,stMLnet
INHBB,ACVR_1B2B receptor,stMLnet
BMP8A,ACVR_1A2B receptor,stMLnet
GDF5,BMR1B_AVR2B,stMLnet
BMP2,BMR1B_AVR2A,stMLnet
BMP7,BMR1B_AVR2B,stMLnet
BMP7,ACVR1_BMPR2,stMLnet
BMP8A,BMPR1A_BMPR2,stMLnet
INHBA,ACVR_1A2A receptor,stMLnet
BMP6,BMR1B_AVR2A,stMLnet
INHBA,ACVR_1C2A receptor,stMLnet
IL18,IL18 receptor,stMLnet
GDF5,BMPR1A_BMPR2,stMLnet
RAET1E,NKG2D II receptor,stMLnet
MSTN,ACVR_1B2A receptor,stMLnet
ULBP2,NKG2D II receptor,stMLnet
IL2,IL2 receptor_I,stMLnet
INHBB,ACVR_1C2B receptor,stMLnet
IFNL3,IL28 receptor,stMLnet
IL36B,IL36 receptor,stMLnet
RAET1G,NKG2D II receptor,stMLnet
IL22,IL22 receptor,stMLnet
BMP15,BMPR1B_BMPR2,stMLnet
BMP10,ACVL1_BMPR2,stMLnet
SEMA3A,PlexinA3_complex1,stMLnet
SEMA3A,PlexinA4_complex1,stMLnet
IL20,IL20 receptor Type I,stMLnet
IL7,IL7 receptor,stMLnet
IL1A,IL1 receptor inhibitor,stMLnet
MSTN,ACVR_1B2B receptor,stMLnet
BMP8A,ACVR1_BMPR2,stMLnet
CNTF,CNTF-1R,stMLnet
GDF3,ACVR_1B2B receptor,stMLnet
INHBA,ACVR_1C2B receptor,stMLnet
GDF6,BMPR1A_BMPR2,stMLnet
IL17C,IL17 receptor AE,stMLnet
PDGFD,PDGFR complex,stMLnet
BMP4,BMR1A_AVR2B,stMLnet
GDF7,BMR1B_AVR2A,stMLnet
BMP2,BMR1A_AVR2B,stMLnet
BMP5,BMR1B_AVR2B,stMLnet
BMP8A,BMR1A_ACR2A,stMLnet
BMP6,BMR1B_AVR2B,stMLnet
INHBA,ACVR_1B2B receptor,stMLnet
BMP6,ACVR1_BMPR2,stMLnet
IL33,IL33 receptor,stMLnet
GDF6,BMPR1B_BMPR2,stMLnet
BMP3,ACVR_1B2A receptor,stMLnet
BMP7,BMR1A_AVR2B,stMLnet
ALB,FcRn complex,stMLnet
BMP5,BMR1A_AVR2B,stMLnet
BMP8A,ACVR_1A2A receptor,stMLnet
IL24,IL20 receptor Type II,stMLnet
GDF7,BMPR1A_BMPR2,stMLnet
SEMA3A,PlexinA2_complex1,stMLnet
BMP7,BMR1A_ACR2A,stMLnet
IL2,IL2 receptor_HA,stMLnet
AMH,MIS receptor 3,stMLnet
GDF6,BMR1B_AVR2A,stMLnet
IL36G,IL36 receptor,stMLnet
GDF5,BMR1A_ACR2A,stMLnet
IL11,IL11 receptor,stMLnet
IL1RN,IL1 receptor,stMLnet
BMP7,BMR1B_AVR2A,stMLnet
BMP5,ACVR1_BMPR2,stMLnet
BMP2,BMPR1A_BMPR2,stMLnet
GDF7,BMR1A_AVR2B,stMLnet
BMP4,BMPR1A_BMPR2,stMLnet
SEMA3A,PlexinA1_complex3,stMLnet
GDF1,ACVR_1B2B receptor,stMLnet
IL21,IL21 receptor,stMLnet
IL20,IL20 receptor Type II,stMLnet
BMP4,BMR1B_AVR2B,stMLnet
CLCF1,CNTF-1R,stMLnet
BMP5,ACVR_1A2A receptor,stMLnet
IL13,IL13 receptor,stMLnet
BMP6,BMPR1B_BMPR2,stMLnet
IL36A,IL36 receptor,stMLnet
AMH,MIS receptor 2,stMLnet
BMP6,BMPR1A_BMPR2,stMLnet
IL5,IL5 receptor,stMLnet
IL4,IL4 receptor,stMLnet
BMP5,ACVR_1A2B receptor,stMLnet
BMP6,ACVR_1A2A receptor,stMLnet
GDF11,TGFR_AVR2A,stMLnet
NRTN,RET receptor 2,stMLnet
TGFB3,TGFbeta receptor2,stMLnet
GDNF,RET receptor 1,stMLnet
GDF11,TGFR_AVR2B,stMLnet
MSTN,TGFR_AVR2A,stMLnet
ARTN,RET receptor 3,stMLnet
TGFB2,TGFbeta receptor2,stMLnet
PDGFB,PDGFR complex,stMLnet
TGFB2,TGFbeta receptor1,stMLnet
IFNA1,Type I IFNR,stMLnet
IFNL2,Type III IFNR,stMLnet
IFNA10,Type I IFNR,stMLnet
IFNA17,Type I IFNR,stMLnet
IFNL1,Type III IFNR,stMLnet
IFNE,Type I IFNR,stMLnet
MSTN,TGFR_AVR2B,stMLnet
TSLP,TSLPR,stMLnet
IFNB1,Type I IFNR,stMLnet
IFNA5,Type I IFNR,stMLnet
TGFB1,TGFbeta receptor2,stMLnet
TGFB1,TGFbeta receptor1,stMLnet
IFNA8,Type I IFNR,stMLnet
IFNG,Type II IFNR,stMLnet
IFNA21,Type I IFNR,stMLnet
IFNA14,Type I IFNR,stMLnet
IFNA16,Type I IFNR,stMLnet
IFNA2,Type I IFNR,stMLnet
IFNA7,Type I IFNR,stMLnet
PSPN,RET receptor 4,stMLnet
IFNA6,Type I IFNR,stMLnet
IFNK,Type I IFNR,stMLnet
TGFB3,TGFbeta receptor1,stMLnet
IFNW1,Type I IFNR,stMLnet
ARTN,RET receptor 1,stMLnet
IFNA4,Type I IFNR,stMLnet
IFNL3,Type III IFNR,stMLnet
GDF9,TGFR_BMPR2,stMLnet
IFNA8,GPR152,stMLnet
CER1,MRC2,stMLnet
LGALS9,SLC1A5,stMLnet
FASLG,TNFRSF10B,stMLnet
IL13,TMEM219,stMLnet
CCL4,GPRC5D,stMLnet
NAMPT,ADORA2A,stMLnet
IGFL1,IGFLR1,stMLnet
ADIPOQ,CNR2,stMLnet
GDF1,HTR4,stMLnet
BMP10,KIR3DL1,stMLnet
CCL4L2,FFAR2,stMLnet
FAM3C,FFAR2,stMLnet
LGALS9,CD47,stMLnet
IGF2,GPR152,stMLnet
BMP2,SMO,stMLnet
TNFSF9,IL13RA2,stMLnet
TFF1,FCRL4,stMLnet
CCL4L2,GPR42,stMLnet
VEGFA,EPHB2,stMLnet
XCL1,ADGRV1,stMLnet
NPPB,NPR3,stMLnet
BMP10,KIR2DL3,stMLnet
PRL,HLA-DQB2,stMLnet
CCL4,GPR152,stMLnet
IFNA1,CR2,stMLnet
IL37,IL1RAPL1,stMLnet
TNFSF9,HLA-DPA1,stMLnet
FAM3C,GLRA2,stMLnet
FAM3C,CLEC2D,stMLnet
MIF,TNFRSF14,stMLnet
FAM3C,KIR2DL3,stMLnet
TNF,NOTCH1,stMLnet
COPA,CD74,stMLnet
CSF1,SLC7A1,stMLnet
INS,LILRB2,stMLnet
IGFL3,IGFLR1,stMLnet
GDF11,ANTXR1,stMLnet
TNF,CELSR2,stMLnet
FAM3C,HLA-C,stMLnet
PF4,ACKR1,stMLnet
NAMPT,NTRK1,stMLnet
IFNE,ADGRV1,stMLnet
BDNF,F11R,stMLnet
TNF,VSIR,stMLnet
EPO,EFNB2,stMLnet
CCL18,CCR1,stMLnet
LGALS9,LRP1,stMLnet
SPP1,CCR8,stMLnet
GHRL,TBXA2R,stMLnet
GHRL,PTGER3,stMLnet
WNT5B,KLRG2,stMLnet
GAL,GPR151,stMLnet
BMP7,PTPRK,stMLnet
TNFSF9,ADGRG5,stMLnet
LGALS9,MRC2,stMLnet
TNF,RIPK1,stMLnet
ADIPOQ,ASGR2,stMLnet
NPPA,NPR3,stMLnet
PRLH,PRLHR,stMLnet
VGF,NTRK1,stMLnet
COPA,MTNR1B,stMLnet
RARRES2,GPR1,stMLnet
COPA,SORT1,stMLnet
ADIPOQ,PROKR2,stMLnet
ADM,MRGPRX2,stMLnet
FAM3C,GPR42,stMLnet
GRN,NTRK1,stMLnet
FAM3C,LAMP1,stMLnet
BMP10,VSIR,stMLnet
PTHLH,PRLHR,stMLnet
MIF,TNFRSF10D,stMLnet
CKLF,LRP6,stMLnet
CCL4,CNR2,stMLnet
AIMP1,NTRK1,stMLnet
TNFSF13B,HLA-DPB1,stMLnet
GHRL,PTGIR,stMLnet
OSTN,NPR3,stMLnet
COPA,P2RY6,stMLnet
CSF1,SIRPA,stMLnet
PENK,MRGPRX1,stMLnet
ADIPOQ,CLEC2D,stMLnet
IL16,GRIN2A,stMLnet
BDNF,GPR152,stMLnet
GAL,HLA-DPA1,stMLnet
TNF,FFAR2,stMLnet
VIP,AVPR1A,stMLnet
CCL4,SLC7A1,stMLnet
GAST,KIR2DL3,stMLnet
CCL4L2,GPR151,stMLnet
RARRES2,CMKLR1,stMLnet
IL24,NOTCH2,stMLnet
ENHO,GPR19,stMLnet
GAS6,TYRO3,stMLnet
CSF1,CELSR3,stMLnet
LGALS9,COLEC12,stMLnet
IL16,GRIN2C,stMLnet
CD70,GPRC5B,stMLnet
TTR,NGFR,stMLnet
GPHA2,EPHA6,stMLnet
CORT,MRGPRX2,stMLnet
CXCL17,GPR35,stMLnet
IGFL2,IGFLR1,stMLnet
GHRL,GHRHR,stMLnet
GAST,GPR152,stMLnet
BMP10,KIR3DS1,stMLnet
VEGFB,ADRB2,stMLnet
NAMPT,P2RY6,stMLnet
PROS1,TYRO3,stMLnet
ERFE,LRP1,stMLnet
GPHA2,ADGRV1,stMLnet
IL2,NGFR,stMLnet
NPPC,NPR1,stMLnet
CCL4L2,VSIR,stMLnet
FAM3B,LRP5,stMLnet
WNT4,SMO,stMLnet
WNT11,KLRG2,stMLnet
WNT7A,LDLR,stMLnet
CCL4L2,GPR152,stMLnet
LGALS9,PTPRK,stMLnet
CD70,TNFRSF13B,stMLnet
ADIPOQ,GPR42,stMLnet
FAM3C,ADGRG5,stMLnet
GPI,NTRK1,stMLnet
BMP10,GPR152,stMLnet
WNT4,NOTCH1,stMLnet
TNF,SEMA4C,stMLnet
GDF15,GFRAL,stMLnet
LGALS9,MET,stMLnet
NAMPT,IL13RA2,stMLnet
KL,FGFR1,stMLnet
CXCL9,FCGR2A,stMLnet
SPP1,PTGER4,stMLnet
CD70,TNFRSF17,stMLnet
WNT5A,ANTXR1,stMLnet
IL1B,ADRB2,stMLnet
VEGFA,GRIN2B,stMLnet
PDGFB,ADGRV1,stMLnet
WNT5A,PTPRK,stMLnet
CCL4L2,GPR101,stMLnet
CXCL9,KIR2DL3,stMLnet
BMP10,FFAR2,stMLnet
CD70,CD27,stMLnet
AREG,ICAM1,stMLnet
WNT5A,EPHA7,stMLnet
IL16,GRIN2B,stMLnet
LTA,RIPK1,stMLnet
CCL5,GPR75,stMLnet
IL6,HRH1,stMLnet
TNFSF10,RIPK1,stMLnet
ADIPOQ,GPR152,stMLnet
FAM3C,PDCD1,stMLnet
COPA,NTRK1,stMLnet
TSHB,HLA-C,stMLnet
WNT1,CD36,stMLnet
NPPC,NPR3,stMLnet
RETN,GPR25,stMLnet
OGN,HLA-DRB1,stMLnet
SCGB3A1,NOTCH3,stMLnet
CCL5,ACKR4,stMLnet
CCL4L2,PGRMC2,stMLnet
P06881,CALCR,stMLnet
TNF,PTPRS,stMLnet
TNFSF9,KLRG2,stMLnet
